LTV,valor_1_compra,recorrente_1_compra,mes_compra,dia_semana_compra,Produto Fonte,Fonte Campanha,Sexo,Formacao
941.93,136.06,1,Maio,Sexta,Comunidade,Checkout,Masculino,Médio
3813.85,1497.0,0,Maio,Sexta,Power BI,Lista Espera,Feminino,Superior Completo
254.44,124.75,1,Maio,Sexta,Comunidade,Lista Espera,Feminino,Superior Completo
2960.31,1497.0,0,Maio,Sexta,Excel,Lançamento,Feminino,Superior Completo
3382.91,1497.0,0,Maio,Sexta,Comunidade,Lista Espera,Masculino,Superior Completo
195.49,124.75,1,Maio,Sexta,Python,Tráfego Direto,Feminino,Superior Completo
3914.57,1497.0,0,Maio,Sexta,Power BI,Lista Espera,Outros,Não Informado
3338.27,1497.0,0,Maio,Sábado,Python,Lista Espera,Masculino,Superior+
2420.11,1497.0,0,Maio,Sábado,Python,Lista Espera,Masculino,Superior Completo
1192.56,124.75,1,Maio,Sábado,Comunidade,Checkout,Masculino,Superior Incompleto
284.01,124.75,1,Maio,Sábado,Comunidade,Checkout,Masculino,Superior Incompleto
3546.52,1497.0,0,Maio,Sábado,Comunidade,Lista Espera,Feminino,Superior Completo
1011.21,124.75,1,Maio,Sábado,Comunidade,Checkout,Outros,Não Informado
2074.25,124.75,1,Maio,Sábado,Comunidade,Checkout,Masculino,Fundamental
3837.86,1497.0,0,Maio,Sábado,Outros,Tráfego Direto,Outros,Não Informado
150.14,124.75,1,Maio,Sábado,Excel,Tráfego Direto,Outros,Superior Incompleto
114.11,124.75,1,Maio,Domingo,Comunidade,Checkout,Feminino,Médio
2863.23,1497.0,0,Maio,Domingo,Python,Tráfego Direto,Masculino,Superior Completo
518.86,124.75,1,Maio,Domingo,Comunidade,Checkout,Masculino,Superior Incompleto
2011.41,124.75,1,Maio,Domingo,Power BI,Lista Espera,Masculino,Superior Completo
3240.28,1497.0,0,Maio,Domingo,Python,Tráfego Direto,Masculino,Superior Incompleto
4018.05,1497.0,0,Maio,Domingo,Power BI,Lista Espera,Feminino,Superior Completo
992.83,124.75,1,Maio,Domingo,Comunidade,Checkout,Feminino,Superior Completo
896.17,124.75,1,Maio,Domingo,Excel,Lançamento,Feminino,Superior Completo
3128.98,1497.0,0,Maio,Domingo,Excel,Tráfego Direto,Masculino,Médio
4105.69,1497.0,0,Maio,Domingo,Power BI,Lista Espera,Masculino,Médio
3503.26,1497.0,0,Maio,Segunda,Python,Lista Espera,Masculino,Médio
2660.22,1497.0,0,Maio,Segunda,Comunidade,Lista Espera,Feminino,Superior Completo
4016.91,1497.0,0,Maio,Segunda,Comunidade,Lista Espera,Masculino,Superior Completo
3047.26,1497.0,0,Maio,Segunda,Comunidade,Lista Espera,Feminino,Superior Completo
2914.89,1497.0,0,Maio,Segunda,Excel,Tráfego Direto,Masculino,Médio
10.0,97.14,1,Maio,Segunda,Comunidade,Checkout,Masculino,Superior Completo
3369.69,1165.68,0,Maio,Segunda,Python,Lançamento,Outros,Superior Completo
3246.64,1497.0,0,Maio,Segunda,Comunidade,Lista Espera,Masculino,Superior Completo
837.71,124.75,1,Maio,Segunda,Excel,Lista Espera,Feminino,Superior Completo
2991.57,1497.0,0,Maio,Segunda,Outros,Lista Espera,Feminino,Superior Completo
495.92,124.75,1,Maio,Segunda,Excel,Lista Espera,Feminino,Médio
2721.95,1072.7,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
730.19,97.14,1,Maio,Segunda,Comunidade,Outros,Masculino,Superior Incompleto
3372.08,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
820.16,124.75,1,Maio,Segunda,Outros,Lista Espera,Feminino,Superior Incompleto
3725.9,1497.0,0,Maio,Segunda,Excel,Lista Espera,Feminino,Superior Completo
3405.52,1497.0,0,Maio,Segunda,Power BI,Tráfego Direto,Masculino,Superior Completo
3290.23,1497.0,0,Maio,Terça,Power BI,Lista Espera,Masculino,Superior Completo
3295.95,1497.0,0,Maio,Terça,Comunidade,Lista Espera,Feminino,Superior Completo
198.93,124.75,1,Maio,Terça,Python,Lista Espera,Masculino,Superior Incompleto
3463.31,1497.0,0,Maio,Terça,Python,Lista Espera,Masculino,Superior Completo
2414.76,1497.0,0,Maio,Terça,Comunidade,Lista Espera,Masculino,Médio
616.83,124.75,1,Maio,Terça,Comunidade,Checkout,Masculino,Superior Incompleto
2423.53,1497.0,0,Maio,Terça,Excel,Lançamento,Feminino,Superior Completo
3356.85,1497.0,0,Maio,Terça,Excel,Lançamento,Masculino,Superior Completo
1952.01,124.75,1,Maio,Terça,Comunidade,Checkout,Masculino,Médio
555.73,10.0,0,Maio,Terça,Outros,Outros,Masculino,Fundamental
1471.53,97.14,1,Maio,Terça,Análise de Dados,Lançamento,Masculino,Superior Incompleto
4109.21,1012.23,0,Maio,Terça,Análise de Dados,Lançamento,Feminino,Médio
3353.08,1165.68,0,Maio,Terça,Análise de Dados,Lançamento,Masculino,Superior Completo
2761.13,1165.68,0,Maio,Terça,Análise de Dados,Lançamento,Masculino,Superior Completo
836.56,102.85,1,Maio,Terça,Análise de Dados,Lançamento,Masculino,Médio
1137.46,124.75,1,Maio,Terça,Comunidade,Checkout,Masculino,Superior Incompleto
2828.11,1165.68,0,Maio,Terça,Análise de Dados,Lançamento,Masculino,Superior Completo
2612.97,997.0,0,Maio,Terça,Análise de Dados,Lançamento,Masculino,Superior Completo
3647.31,1165.68,0,Maio,Terça,Análise de Dados,Lançamento,Feminino,Médio
1306.62,124.75,1,Maio,Terça,Python,Tráfego Direto,Feminino,Superior Completo
2314.77,1165.68,0,Maio,Terça,Análise de Dados,Lançamento,Feminino,Superior Completo
572.92,124.75,1,Maio,Quarta,Excel,Lançamento,Masculino,Médio
910.81,97.14,1,Maio,Quarta,Análise de Dados,Lançamento,Outros,Não Informado
1449.0,97.14,1,Maio,Quarta,Análise de Dados,Lançamento,Masculino,Superior Completo
3924.19,1497.0,0,Maio,Quarta,Python,Lista Espera,Masculino,Superior Incompleto
3963.39,997.0,0,Maio,Quarta,Power BI,Outros,Outros,Superior+
2912.77,1165.68,0,Maio,Quarta,Análise de Dados,Lançamento,Masculino,Superior Completo
935.25,97.14,1,Maio,Quarta,Análise de Dados,Lançamento,Feminino,Superior Completo
3643.47,1497.0,0,Maio,Quarta,Python,Lista Espera,Feminino,Superior+
3100.12,1497.0,0,Maio,Quarta,Power BI,Tráfego Direto,Feminino,Superior Completo
615.76,124.75,1,Maio,Quarta,Excel,Tráfego Direto,Masculino,Superior Incompleto
777.01,124.75,1,Maio,Quarta,Excel,Lançamento,Masculino,Superior Incompleto
2218.27,1497.0,0,Maio,Quarta,Power BI,Lista Espera,Masculino,Superior Completo
3507.89,1497.0,0,Maio,Quarta,Power BI,Tráfego Direto,Feminino,Superior Completo
3056.2,1165.68,0,Maio,Quarta,Análise de Dados,Lançamento,Feminino,Superior Incompleto
1789.28,97.14,1,Maio,Quarta,Análise de Dados,Lançamento,Masculino,Superior Incompleto
739.9,124.75,1,Maio,Quarta,Comunidade,Lista Espera,Masculino,Superior Incompleto
510.49,97.14,1,Maio,Quarta,Análise de Dados,Lançamento,Masculino,Superior Completo
2964.84,1497.0,0,Maio,Quarta,Outros,Tráfego Direto,Masculino,Superior Completo
10.0,124.75,1,Maio,Quarta,Python,Lista Espera,Feminino,Superior Completo
374.09,124.75,1,Maio,Quarta,Power BI,Tráfego Direto,Outros,Não Informado
3470.25,1165.68,0,Maio,Quarta,Análise de Dados,Lançamento,Masculino,Superior Incompleto
1020.49,97.14,1,Maio,Quarta,Análise de Dados,Lançamento,Masculino,Superior Completo
1612.73,97.14,1,Maio,Quarta,Análise de Dados,Lançamento,Masculino,Superior Completo
141.37,124.75,1,Maio,Quarta,Comunidade,Checkout,Feminino,Superior Completo
922.96,97.14,1,Maio,Quarta,Python,Lançamento,Masculino,Superior Completo
496.39,124.75,1,Maio,Quarta,Comunidade,Lista Espera,Feminino,Superior Incompleto
3632.42,1165.68,0,Maio,Quarta,Análise de Dados,Lançamento,Feminino,Superior Completo
3489.11,1165.68,0,Maio,Quarta,Análise de Dados,Lançamento,Feminino,Superior Completo
3473.66,1165.68,0,Maio,Quarta,Análise de Dados,Lançamento,Feminino,Superior Completo
1926.06,97.14,1,Junho,Quinta,Análise de Dados,Lançamento,Masculino,Superior Completo
3059.15,1497.0,0,Junho,Quinta,Python,Tráfego Direto,Masculino,Superior Completo
1821.6,97.14,1,Junho,Quinta,Análise de Dados,Lançamento,Masculino,Superior Completo
458.49,124.75,1,Junho,Quinta,Excel,Lançamento,Feminino,Superior Completo
2798.3,1497.0,0,Junho,Quinta,Python,Lista Espera,Masculino,Superior Incompleto
3529.6,1165.68,0,Junho,Quinta,Análise de Dados,Lançamento,Masculino,Superior Completo
2683.72,1497.0,0,Junho,Quinta,Power BI,Tráfego Direto,Masculino,Superior Completo
1427.09,124.75,1,Junho,Quinta,Comunidade,Checkout,Masculino,Superior Incompleto
3199.81,1165.68,0,Junho,Quinta,Análise de Dados,Lançamento,Feminino,Superior Incompleto
3691.15,1165.68,0,Junho,Quinta,Análise de Dados,Lançamento,Feminino,Superior Completo
1115.62,97.14,1,Junho,Quinta,Análise de Dados,Lançamento,Masculino,Superior Incompleto
1174.09,97.14,1,Junho,Quinta,Análise de Dados,Lançamento,Masculino,Superior Completo
1394.94,124.75,1,Junho,Quinta,Comunidade,Checkout,Masculino,Superior Completo
2692.99,1085.64,0,Junho,Quinta,Análise de Dados,Lançamento,Masculino,Superior Completo
2537.98,997.0,0,Junho,Quinta,Análise de Dados,Lançamento,Feminino,Superior Completo
3135.68,997.0,0,Junho,Quinta,Análise de Dados,Lançamento,Masculino,Superior Completo
1130.88,97.14,1,Junho,Quinta,Análise de Dados,Lançamento,Masculino,Superior Completo
880.92,124.75,1,Junho,Quinta,Power BI,Lista Espera,Masculino,Superior Incompleto
1103.8,97.14,1,Junho,Quinta,Análise de Dados,Lançamento,Masculino,Superior+
4252.75,1497.0,0,Junho,Quinta,Excel,Lançamento,Masculino,Superior Completo
2924.24,1165.68,0,Junho,Quinta,Análise de Dados,Lançamento,Masculino,Superior Incompleto
906.75,97.14,1,Junho,Quinta,Análise de Dados,Lançamento,Masculino,Superior Incompleto
2681.1,1497.0,0,Junho,Quinta,Power BI,Lista Espera,Feminino,Superior Incompleto
3127.08,1165.68,0,Junho,Quinta,Análise de Dados,Lançamento,Masculino,Superior Completo
3528.05,1497.0,0,Junho,Sexta,Comunidade,Lista Espera,Feminino,Superior Completo
1510.45,124.75,1,Junho,Sexta,Power BI,Lista Espera,Masculino,Superior Incompleto
3203.31,1165.68,0,Junho,Sexta,Análise de Dados,Lançamento,Masculino,Superior Completo
3279.4,997.0,0,Junho,Sexta,Python,Lançamento,Feminino,Superior Completo
1515.9,97.14,1,Junho,Sexta,Análise de Dados,Lançamento,Feminino,Superior Completo
3758.94,1497.0,0,Junho,Sexta,Outros,Lista Espera,Masculino,Superior Completo
1489.73,194.28,1,Junho,Sexta,Python,Lista Espera,Masculino,Médio
1881.94,124.75,1,Junho,Sexta,Power BI,Lista Espera,Feminino,Superior Completo
3159.59,1497.0,0,Junho,Sexta,Excel,Lista Espera,Outros,Superior+
2523.67,1497.0,0,Junho,Sexta,Comunidade,Lista Espera,Masculino,Superior Completo
1473.14,124.75,1,Junho,Sexta,Comunidade,Checkout,Masculino,Superior Incompleto
1540.87,97.14,1,Junho,Sexta,Análise de Dados,Lançamento,Feminino,Superior Incompleto
1840.53,97.14,1,Junho,Sexta,Power BI,Lista Espera,Feminino,Superior Completo
3797.18,1165.68,0,Junho,Sexta,Análise de Dados,Lançamento,Masculino,Superior Completo
4430.41,1497.0,0,Junho,Sexta,Power BI,Tráfego Direto,Feminino,Superior Incompleto
1159.51,97.14,1,Junho,Sexta,Python,Lista Espera,Masculino,Superior Completo
861.55,97.14,1,Junho,Sexta,Excel,Lista Espera,Feminino,Superior Completo
2447.36,1165.68,0,Junho,Sexta,Análise de Dados,Lançamento,Masculino,Superior Completo
1301.69,97.14,1,Junho,Sexta,Análise de Dados,Lançamento,Masculino,Superior Completo
2915.79,1497.0,0,Junho,Sexta,Comunidade,Lista Espera,Masculino,Superior Completo
3255.6,1165.68,0,Junho,Sexta,Análise de Dados,Lançamento,Masculino,Superior Incompleto
764.72,124.75,1,Junho,Sexta,Comunidade,Lista Espera,Masculino,Superior Completo
3387.34,1165.68,0,Junho,Sexta,Análise de Dados,Lançamento,Masculino,Superior Completo
3099.25,1165.68,0,Junho,Sexta,Análise de Dados,Lançamento,Feminino,Superior Completo
1619.07,97.14,1,Junho,Sexta,Análise de Dados,Lançamento,Feminino,Superior Completo
2166.89,1497.0,0,Junho,Sexta,Power BI,Lista Espera,Masculino,Superior Completo
1241.9,97.14,1,Junho,Sexta,Análise de Dados,Lançamento,Feminino,Superior Incompleto
3504.27,997.0,0,Junho,Sexta,Análise de Dados,Lançamento,Feminino,Superior Completo
4142.22,1497.0,0,Junho,Sexta,Comunidade,Lista Espera,Masculino,Superior Completo
3438.44,1111.92,0,Junho,Sexta,Análise de Dados,Lançamento,Outros,Não Informado
1990.11,124.75,1,Junho,Sexta,Comunidade,Checkout,Masculino,Superior Completo
1172.65,124.75,1,Junho,Sexta,Power BI,Lista Espera,Masculino,Superior Completo
1147.16,97.14,1,Junho,Sexta,Análise de Dados,Lançamento,Masculino,Superior Completo
3513.52,1497.0,0,Junho,Sexta,Excel,Lista Espera,Masculino,Superior Completo
2893.88,997.0,0,Junho,Sexta,Análise de Dados,Lançamento,Masculino,Superior Completo
2752.45,1165.68,0,Junho,Sexta,Análise de Dados,Lançamento,Masculino,Não Informado
884.87,97.14,1,Junho,Sexta,Análise de Dados,Lançamento,Masculino,Superior Completo
2524.74,1125.18,0,Junho,Sexta,Análise de Dados,Lançamento,Masculino,Médio
3416.01,1165.68,0,Junho,Sexta,Análise de Dados,Lançamento,Feminino,Superior Completo
742.89,124.75,1,Junho,Sábado,Comunidade,Lista Espera,Feminino,Superior Completo
954.73,124.75,1,Junho,Sábado,Comunidade,Checkout,Masculino,Superior Incompleto
2861.63,1165.68,0,Junho,Sábado,Análise de Dados,Lançamento,Masculino,Superior Incompleto
3404.21,1165.68,0,Junho,Sábado,Análise de Dados,Lançamento,Masculino,Superior Completo
3540.61,1497.0,0,Junho,Sábado,Excel,Tráfego Direto,Feminino,Superior Completo
473.38,97.14,1,Junho,Sábado,Python,Lançamento,Masculino,Superior Completo
435.23,124.75,1,Junho,Sábado,Power BI,Lista Espera,Feminino,Médio
1628.94,97.14,1,Junho,Sábado,Análise de Dados,Lançamento,Feminino,Médio
90.96,124.75,1,Junho,Sábado,Python,Tráfego Direto,Masculino,Superior Completo
1364.29,124.75,1,Junho,Sábado,Power BI,Lista Espera,Masculino,Superior Completo
1605.69,124.75,1,Junho,Sábado,Python,Tráfego Direto,Masculino,Superior Incompleto
1756.87,124.75,1,Junho,Sábado,Outros,Lista Espera,Masculino,Superior Completo
3569.05,1497.0,0,Junho,Sábado,Outros,Lista Espera,Masculino,Superior Completo
3604.34,1497.0,0,Junho,Sábado,Python,Tráfego Direto,Masculino,Superior Completo
2285.75,97.14,1,Junho,Sábado,Análise de Dados,Lançamento,Masculino,Superior Incompleto
2063.7,1497.0,0,Junho,Sábado,Excel,Lista Espera,Feminino,Médio
2913.45,1165.68,0,Junho,Sábado,Análise de Dados,Lançamento,Feminino,Superior Completo
3325.05,997.0,0,Junho,Sábado,Análise de Dados,Lançamento,Masculino,Superior Completo
974.96,97.14,1,Junho,Sábado,Análise de Dados,Lançamento,Feminino,Superior Incompleto
1714.77,124.75,1,Junho,Sábado,Power BI,Lista Espera,Feminino,Superior Completo
867.2,124.75,1,Junho,Domingo,Python,Lista Espera,Masculino,Superior Completo
3412.2,1497.0,0,Junho,Domingo,Python,Lista Espera,Masculino,Médio
3406.44,1497.0,0,Junho,Domingo,Power BI,Lista Espera,Masculino,Superior Completo
2530.98,997.0,0,Junho,Domingo,Python,Lançamento,Feminino,Superior+
510.15,124.75,1,Junho,Domingo,Python,Tráfego Direto,Masculino,Superior Completo
874.4,124.75,1,Junho,Domingo,Comunidade,Lista Espera,Feminino,Médio
653.58,97.14,1,Junho,Domingo,Power BI,Lista Espera,Feminino,Superior Completo
3406.75,1016.12,0,Junho,Domingo,Análise de Dados,Lançamento,Feminino,Superior Completo
1467.82,124.75,1,Junho,Domingo,Comunidade,Checkout,Masculino,Superior Completo
3764.49,1138.6,0,Junho,Domingo,Power BI,Lançamento,Masculino,Superior Completo
2973.98,1497.0,0,Junho,Domingo,Power BI,Lista Espera,Masculino,Superior Incompleto
2335.13,1497.0,0,Junho,Domingo,Comunidade,Lista Espera,Feminino,Superior Completo
885.01,124.75,1,Junho,Domingo,Python,Lista Espera,Feminino,Superior Completo
2554.66,124.75,1,Junho,Domingo,Power BI,Lista Espera,Feminino,Superior Incompleto
4186.53,1497.0,0,Junho,Domingo,Power BI,Lista Espera,Masculino,Superior+
2864.81,1497.0,0,Junho,Domingo,Excel,Tráfego Direto,Masculino,Superior Completo
1102.04,124.75,1,Junho,Domingo,Python,Lista Espera,Masculino,Superior Incompleto
1155.47,124.75,1,Junho,Domingo,Excel,Lista Espera,Masculino,Superior Incompleto
2202.75,997.0,0,Junho,Domingo,Análise de Dados,Lançamento,Feminino,Superior Completo
1580.51,124.75,1,Junho,Segunda,Python,Lista Espera,Masculino,Médio
1052.37,124.75,1,Junho,Segunda,Comunidade,Checkout,Masculino,Superior Incompleto
3149.59,1497.0,0,Junho,Segunda,Comunidade,Lista Espera,Feminino,Superior Completo
1009.18,64.76,1,Junho,Segunda,Outros,Comercial,Outros,Não Informado
2824.93,997.0,0,Junho,Segunda,Comunidade,Outros,Outros,Não Informado
754.81,124.75,1,Junho,Segunda,Comunidade,Checkout,Masculino,Superior Completo
222.96,124.75,1,Junho,Segunda,Power BI,Lista Espera,Feminino,Superior Completo
3259.0,1497.0,0,Junho,Segunda,Outros,Tráfego Direto,Masculino,Superior Completo
2510.89,1497.0,0,Junho,Segunda,Power BI,Lista Espera,Masculino,Superior Completo
584.69,124.75,1,Junho,Segunda,Comunidade,Lista Espera,Feminino,Superior Completo
4146.36,1497.0,0,Junho,Segunda,Power BI,Lista Espera,Masculino,Superior Completo
3488.67,1497.0,0,Junho,Segunda,Comunidade,Lista Espera,Feminino,Superior Incompleto
1264.82,124.75,1,Junho,Segunda,Comunidade,Lista Espera,Masculino,Superior Incompleto
3759.56,1497.0,0,Junho,Segunda,Power BI,Tráfego Direto,Masculino,Superior Completo
1957.37,124.75,1,Junho,Segunda,Comunidade,Lista Espera,Masculino,Superior Incompleto
3247.7,1497.0,0,Junho,Segunda,Power BI,Lista Espera,Feminino,Superior Completo
1247.27,97.14,1,Junho,Segunda,Power BI,Lista Espera,Feminino,Superior+
2873.7,1497.0,0,Junho,Segunda,Outros,Tráfego Direto,Outros,Superior Completo
3632.91,1165.68,0,Junho,Segunda,Análise de Dados,Lançamento,Masculino,Superior Incompleto
3164.33,1497.0,0,Junho,Segunda,Comunidade,Lista Espera,Masculino,Superior Completo
3365.67,997.0,0,Junho,Segunda,Análise de Dados,Outros,Masculino,Superior Completo
3276.77,1497.0,0,Junho,Segunda,Power BI,Lista Espera,Masculino,Superior Completo
1849.49,124.75,1,Junho,Segunda,Comunidade,Checkout,Masculino,Superior Completo
3495.78,1497.0,0,Junho,Segunda,Comunidade,Lista Espera,Feminino,Superior Completo
3129.07,1497.0,0,Junho,Terça,Excel,Tráfego Direto,Masculino,Superior Completo
3470.11,1497.0,0,Junho,Terça,Comunidade,Lista Espera,Feminino,Superior Incompleto
1269.39,124.75,1,Junho,Terça,Comunidade,Checkout,Masculino,Superior Incompleto
1067.33,124.75,1,Junho,Terça,Python,Lista Espera,Masculino,Médio
632.4,124.75,1,Junho,Terça,Comunidade,Lista Espera,Masculino,Superior Incompleto
3190.32,1497.0,0,Junho,Terça,Power BI,Lista Espera,Masculino,Superior Completo
676.08,97.14,1,Junho,Terça,Python,Lista Espera,Masculino,Superior Incompleto
10.0,97.14,1,Junho,Terça,Comunidade,Lista Espera,Masculino,Superior Completo
1571.95,97.14,1,Junho,Terça,Análise de Dados,Lançamento,Feminino,Superior Completo
2620.19,1497.0,0,Junho,Terça,Python,Tráfego Direto,Masculino,Fundamental
3235.31,1497.0,0,Junho,Terça,Python,Lista Espera,Masculino,Médio
3873.58,1497.0,0,Junho,Terça,Power BI,Lista Espera,Feminino,Superior Completo
1212.07,124.75,1,Junho,Terça,Python,Tráfego Direto,Masculino,Superior Incompleto
238.7,124.75,1,Junho,Terça,Comunidade,Checkout,Feminino,Superior Completo
3199.0,1497.0,0,Junho,Terça,Excel,Lista Espera,Feminino,Superior Incompleto
3428.25,1497.0,0,Junho,Terça,Comunidade,Lista Espera,Feminino,Superior Completo
1163.46,124.75,1,Junho,Terça,Comunidade,Checkout,Masculino,Superior Completo
1467.57,124.75,1,Junho,Quarta,Python,Tráfego Direto,Masculino,Superior Completo
471.08,124.75,1,Junho,Quarta,Python,Lista Espera,Masculino,Superior+
2508.16,1497.0,0,Junho,Quarta,Power BI,Lista Espera,Masculino,Superior Completo
3605.73,1497.0,0,Junho,Quarta,Outros,Lista Espera,Masculino,Superior Incompleto
1019.94,194.56,1,Junho,Quarta,Ciência de Dados,Lista Espera,Masculino,Superior Incompleto
10.0,124.75,1,Junho,Quarta,Excel,Tráfego Direto,Feminino,Superior Incompleto
2668.27,1165.68,0,Junho,Quarta,Análise de Dados,Outros,Outros,Superior Incompleto
1710.1,124.75,1,Junho,Quarta,Power BI,Lista Espera,Outros,Não Informado
97.6,124.75,1,Junho,Quarta,Comunidade,Lista Espera,Masculino,Médio
2319.74,124.75,1,Junho,Quarta,Comunidade,Checkout,Feminino,Superior Incompleto
2771.32,1497.0,0,Junho,Quarta,Outros,Lista Espera,Masculino,Superior Completo
1181.17,124.75,1,Junho,Quarta,Comunidade,Checkout,Feminino,Superior Incompleto
119.93,124.75,1,Junho,Quarta,Comunidade,Lista Espera,Feminino,Superior Completo
3216.57,1497.0,0,Junho,Quarta,Outros,Lista Espera,Masculino,Médio
869.41,124.75,1,Junho,Quarta,Outros,Lista Espera,Masculino,Superior Incompleto
